Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Intercept,1,-3.784490682475,-3.861731076388,-3.707250288562,-96.03091156990,0.000000000000,Gee,Intercept,v2025,"HCUP 2020, 2021, 2022"
Age_LT30,1,-1.649731204979,-1.800731243549,-1.498731166409,-21.41333059612,0.000000000000,Gee,Age < 30,v2025,"HCUP 2020, 2021, 2022"
Age_30_34,1,-0.921362274829,-1.025656510418,-0.817068039239,-17.31482919617,0.000000000000,Gee,30 <= Age <= 34,v2025,"HCUP 2020, 2021, 2022"
Age_35_39,1,-0.711385685372,-0.798773298247,-0.623998072498,-15.95523983985,0.000000000000,Gee,35 <= Age <= 39,v2025,"HCUP 2020, 2021, 2022"
Age_40_44,1,-0.591818389544,-0.666674699692,-0.516962079395,-15.49559050657,0.000000000000,Gee,40 <= Age <= 44,v2025,"HCUP 2020, 2021, 2022"
Age_45_49,1,-0.474391527201,-0.543360062127,-0.405422992274,-13.48136956769,0.000000000000,Gee,45 <= Age <= 49,v2025,"HCUP 2020, 2021, 2022"
Age_50_54,1,-0.390504800865,-0.452662441233,-0.328347160497,-12.31345560987,0.000000000000,Gee,50 <= Age <= 54,v2025,"HCUP 2020, 2021, 2022"
Age_55_59,1,-0.237268924526,-0.293546270698,-0.180991578354,-8.263334687096,0.000000000000,Gee,55 <= Age <= 59,v2025,"HCUP 2020, 2021, 2022"
Age_60_64,1,-0.134939623915,-0.185113183174,-0.084766064655,-5.271238613776,0.000000135506,Gee,60 <= Age <= 64,v2025,"HCUP 2020, 2021, 2022"
Age_70_74,1,0.088252635085,0.026610880843,0.149894389326,2.806084746218,0.005014750155,Gee,70 <= Age <= 74,v2025,"HCUP 2020, 2021, 2022"
Age_75_79,1,0.211388790415,0.146185976305,0.276591604526,6.354241325322,0.000000000209,Gee,75 <= Age <= 79,v2025,"HCUP 2020, 2021, 2022"
Age_80_84,1,0.297468502437,0.231988535988,0.362948468887,8.903907300613,0.000000000000,Gee,80 <= Age <= 84,v2025,"HCUP 2020, 2021, 2022"
Age_85_89,1,0.397143365035,0.330064249248,0.464222480822,11.604009430264,0.000000000000,Gee,85 <= Age <= 89,v2025,"HCUP 2020, 2021, 2022"
Age_90Plus,1,0.412157543496,0.343268348090,0.481046738901,11.726279229338,0.000000000000,Gee,Age >= 90,v2025,"HCUP 2020, 2021, 2022"
MALE,1,0.057268676925,0.019897240708,0.094640113142,3.003484895871,0.002669067971,Gee,Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021, 2022"
Age_70_74_MALE,1,-0.007082108859,-0.080899740566,0.066735522849,-0.188040146734,0.850845179945,Gee,70 <= Age <= 74 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_75_79_MALE,1,0.116130263395,0.041872554868,0.190387971922,3.065151595489,0.002175596921,Gee,75 <= Age <= 79 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_80_84_MALE,1,0.132359922502,0.054873226757,0.209846618248,3.347938360320,0.000814151172,Gee,80 <= Age <= 84 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_85_89_MALE,1,0.166956726777,0.088231270939,0.245682182615,4.156586557392,0.000032303782,Gee,85 <= Age <= 89 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_90Plus_MALE,1,0.253995691230,0.167808733089,0.340182649371,5.776075844605,0.000000007646,Gee,Age >= 90 MALE,v2025,"HCUP 2020, 2021, 2022"
COVIDDX,1,0.160613252121,0.088836599083,0.232389905159,4.385774151813,0.000011557399,Gee,COVID-19 Diagnosis,v2025,"HCUP 2020, 2021, 2022"
Q1,1,-0.010566586941,-0.066321376668,0.045188202786,-0.371450236759,0.710302214101,Gee,"Quarter 1, 2020",v2025,"HCUP 2020, 2021, 2022"
Q2,1,-0.024343386956,-0.082259812766,0.033573038854,-0.823810534372,0.410047220999,Gee,"Quarter 2, 2020",v2025,"HCUP 2020, 2021, 2022"
Q3,1,-0.025715910893,-0.080935230971,0.029503409185,-0.912764936404,0.361366183201,Gee,"Quarter 3, 2020",v2025,"HCUP 2020, 2021, 2022"
Q4,1,0.020226155236,-0.037076811789,0.077529122262,0.691805989586,0.489059174704,Gee,"Quarter 4, 2020",v2025,"HCUP 2020, 2021, 2022"
Q5,1,0.036074143704,-0.019470275221,0.091618562628,1.272927574018,0.203043743512,Gee,"Quarter 1, 2021",v2025,"HCUP 2020, 2021, 2022"
Q6,1,-0.097809449101,-0.152422227041,-0.043196671160,-3.510222420747,0.000447732006,Gee,"Quarter 2, 2021",v2025,"HCUP 2020, 2021, 2022"
Q7,1,0.007878154074,-0.048264920519,0.064021228666,0.275027656772,0.783294990303,Gee,"Quarter 3, 2021",v2025,"HCUP 2020, 2021, 2022"
Q8,1,0.108229908480,0.053707357179,0.162752459782,3.890623560469,0.000099986947,Gee,"Quarter 4, 2021",v2025,"HCUP 2020, 2021, 2022"
Q9,1,0.070354010010,0.018728571453,0.121979448567,2.670995726957,0.007562660953,Gee,"Quarter 1, 2022",v2025,"HCUP 2020, 2021, 2022"
Q10,1,-0.068761346803,-0.123776557808,-0.013746135798,-2.449681838918,0.014298249340,Gee,"Quarter 2, 2022",v2025,"HCUP 2020, 2021, 2022"
Q11,1,-0.083671985862,-0.138660421957,-0.028683549768,-2.982337568651,0.002860563967,Gee,"Quarter 3, 2022",v2025,"HCUP 2020, 2021, 2022"
COVIDDX_Q1,1,1.461847908330,0.779108356102,2.144587460559,4.196577218724,0.000027097910,Gee,"COVID, Quarter 1, 2020",v2025,"HCUP 2020, 2021, 2022"
COVIDDX_Q4,1,0.374953620874,0.202359424539,0.547547817210,4.257939191405,0.000020632005,Gee,"COVID, Quarter 4, 2020",v2025,"HCUP 2020, 2021, 2022"
COVIDDX_Q5,1,0.355864916051,0.199090585613,0.512639246488,4.448958046092,0.000008628787,Gee,"COVID, Quarter 1, 2021",v2025,"HCUP 2020, 2021, 2022"
COVIDDX_Q8,1,0.353773332426,0.156901911875,0.550644752977,3.522009382084,0.000428288986,Gee,"COVID, Quarter 4, 2021",v2025,"HCUP 2020, 2021, 2022"
DNR,1,0.817223759576,0.781209491576,0.853238027576,44.474849137380,0.000000000000,Gee,Do not resuscitate flag,v2025,"HCUP 2020, 2021, 2022"
TRNSFER,1,0.285861126797,0.241314778590,0.330407475004,12.577406132074,0.000000000000,Gee,TRANSFER FROM ANOTHER ACUTE CARE HOSPITAL,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD001,1,-0.478877982463,-0.518298475810,-0.439457489116,-23.80953455732,0.000000000000,Gee,Nutritional anemia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD003,1,-0.178949183311,-0.211394523855,-0.146503842767,-10.80999454684,0.000000000000,Gee,Aplastic anemia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD004,1,-0.294690961597,-0.323506538467,-0.265875384726,-20.04414743785,0.000000000000,Gee,Acute posthemorrhagic anemia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD006,1,0.369856212322,0.338396463357,0.401315961288,23.042296249978,0.000000000000,Gee,Coagulation and hemorrhagic disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR005,1,0.156394455925,0.109513371118,0.203275540732,6.538404609379,0.000000000062,Gee,Myocarditis and cardiomyopathy,v2025,"HCUP 2020, 2021, 2022"
