VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-9.158969999019,0.045533275859,40460.894519111,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,1.264797727074,0.039393634821,1030.8371073257,0.000000000000,Female,v2023,"HCUP 2019, 2020"
AGECAT2,1,0.521872463477,0.041765779003,156.13044288511,0.000000000000,Age 5-9,v2023,"HCUP 2019, 2020"
AGECAT3,1,0.055517025888,0.043327650995,1.641806973390,0.200077724391,Age 10-14,v2023,"HCUP 2019, 2020"
FAGECAT2,1,-0.714773208529,0.049252497426,210.61049916231,0.000000000000,"Female,Age 5-9",v2023,"HCUP 2019, 2020"
FAGECAT3,1,-0.835939726333,0.051869376640,259.73344263990,0.000000000000,"Female,Age 10-14",v2023,"HCUP 2019, 2020"
YEAR2020,1,-0.288660873374,0.070565108796,16.733847686552,0.000043006835,"Year indicator, =1 for year >=2020; =0 otherwise",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE,1,-0.064032552304,0.059448923718,1.160148633958,0.281434717194,"Year >=2020, Female",v2023,"HCUP 2019, 2020"
YEAR2020_AGE2,1,-0.325746738250,0.065070132852,25.060905835074,0.000000555477,"Year >=2020, Age 5-9",v2023,"HCUP 2019, 2020"
YEAR2020_AGE3,1,-0.368432394153,0.067923508878,29.422216724790,0.000000058207,"Year >=2020, Age 10-14",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE2,1,0.169591876312,0.076985162471,4.852840628054,0.027600642089,"Year >=2020, Female, Age 5-9",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE3,1,0.338745041661,0.080882208766,17.540415981386,0.000028126490,"Year >=2020, Female, Age 10-14",v2023,"HCUP 2019, 2020"
POVCAT2,1,0.016736360308,0.044629191918,0.140631946306,0.707653578700,"County decile 2, 6.8 < percent in poverty <= 8.5",v2023,"HCUP 2019, 2020"
POVCAT3,1,0.188186541289,0.042498843696,19.607530208633,0.000009509367,"County decile 3, 8.5 < percent in poverty <= 9.6",v2023,"HCUP 2019, 2020"
POVCAT4,1,0.318092705149,0.040979961592,60.251009094452,0.000000000000,"County decile 4, 9.6 < percent in poverty <= 11.0",v2023,"HCUP 2019, 2020"
POVCAT5,1,0.161496938181,0.043305940103,13.907006068587,0.000192081144,"County decile 5, 11.0 < percent in poverty <= 12.2",v2023,"HCUP 2019, 2020"
POVCAT6,1,0.200432915346,0.041957938531,22.819693246481,0.000001779331,"County decile 6, 12.2 < percent in poverty <= 13.3",v2023,"HCUP 2019, 2020"
POVCAT7,1,0.238871248232,0.042441764689,31.676770027957,0.000000018209,"County decile 7, 13.3 < percent in poverty <= 14.0",v2023,"HCUP 2019, 2020"
POVCAT8,1,0.233741664476,0.043694622086,28.616485126665,0.000000088228,"County decile 8, 14.0 < percent in poverty <= 15.4",v2023,"HCUP 2019, 2020"
POVCAT9,1,0.418153374646,0.041494815561,101.55084348167,0.000000000000,"County decile 9, 15.4 < percent in poverty <= 18.0",v2023,"HCUP 2019, 2020"
POVCAT10,1,0.553696726049,0.039458243005,196.91029597446,0.000000000000,"County decile 10, 18.0 < percent in poverty <= 47.7",v2023,"HCUP 2019, 2020"
YEAR2020_POV2,1,0.022903731686,0.070779187668,0.104713179539,0.746245310913,"Year >=2020, County decile 2, 6.7 < percent in poverty <= 8.1",v2023,"HCUP 2019, 2020"
YEAR2020_POV3,1,0.094751332957,0.067672737492,1.960393107254,0.161471282597,"Year >=2020, County decile 3, 8.1 < percent in poverty <= 9.3",v2023,"HCUP 2019, 2020"
YEAR2020_POV4,1,-0.075546372114,0.066439221703,1.292939353567,0.255506971067,"Year >=2020, County decile 4, 9.3 < percent in poverty <= 10.5",v2023,"HCUP 2019, 2020"
YEAR2020_POV5,1,0.054570831289,0.069202831749,0.621832486384,0.430367136677,"Year >=2020, County decile 5, 10.5 < percent in poverty <= 11.6",v2023,"HCUP 2019, 2020"
YEAR2020_POV6,1,0.141235262787,0.066212922523,4.549888669080,0.032920886908,"Year >=2020, County decile 6, 11.6 < percent in poverty <= 12.9",v2023,"HCUP 2019, 2020"
YEAR2020_POV7,1,-0.026835003964,0.070039938563,0.146795186357,0.701617001071,"Year >=2020, County decile 7, 12.9 < percent in poverty <= 13.7",v2023,"HCUP 2019, 2020"
YEAR2020_POV8,1,0.102085876062,0.068043265911,2.250924971094,0.133534562519,"Year >=2020, County decile 8, 13.7 < percent in poverty <= 15.2",v2023,"HCUP 2019, 2020"
YEAR2020_POV9,1,-0.045470765888,0.066306439466,0.470276333102,0.492860069870,"Year >=2020, County decile 9, 15.2 < percent in poverty <= 17.6",v2023,"HCUP 2019, 2020"
YEAR2020_POV10,1,0.027116889284,0.063500206603,0.182359947814,0.669352934124,"Year >=2020, County decile 10, 17.6 < percent in poverty <= 43.9",v2023,"HCUP 2019, 2020"
