VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.357634785517,0.009925941118,410249.21934977,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,-0.467781982546,0.016207731554,832.99522229106,0.000000000000,Female,v2023,"HCUP 2019, 2020"
AGECAT2,1,-0.576212250604,0.014147298608,1658.8913177340,0.000000000000,Age 5-9,v2023,"HCUP 2019, 2020"
AGECAT3,1,-1.376257289862,0.017841079740,5950.5484579156,0.000000000000,Age 10-14,v2023,"HCUP 2019, 2020"
AGECAT4,1,-2.197644678422,0.030540354225,5178.0568188814,0.000000000000,Age 15-17,v2023,"HCUP 2019, 2020"
FAGECAT2,1,0.094779369633,0.022770570843,17.325261380823,0.000031497184,"Female,Age 5-9",v2023,"HCUP 2019, 2020"
FAGECAT3,1,0.285734963826,0.027521754744,107.78902188346,0.000000000000,"Female,Age 10-14",v2023,"HCUP 2019, 2020"
FAGECAT4,1,0.773780798411,0.041670527304,344.80845339822,0.000000000000,"Female,Age 15-17",v2023,"HCUP 2019, 2020"
YEAR2020,1,-0.895552121870,0.018590661126,2320.5560642757,0.000000000000,"Year indicator, =1 for year >=2020; =0 otherwise",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE,1,-0.014194002438,0.030463451952,0.217095851045,0.641261699708,"Year >=2020, Female",v2023,"HCUP 2019, 2020"
YEAR2020_AGE2,1,0.031528531207,0.026256541400,1.441891031841,0.229833575391,"Year >=2020, Age 5-9",v2023,"HCUP 2019, 2020"
YEAR2020_AGE3,1,0.047037979373,0.032596066035,2.082413337791,0.149004431386,"Year >=2020, Age 10-14",v2023,"HCUP 2019, 2020"
YEAR2020_AGE4,1,0.322855700461,0.051113813250,39.897010402253,0.000000000268,"Year >=2020, Age 15-17",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE2,1,0.033528526303,0.042278933329,0.628898974479,0.427759465081,"Year >=2020, Female, Age 5-9",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE3,1,0.049878196280,0.050241583936,0.985586700459,0.320823420951,"Year >=2020, Female, Age 10-14",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE4,1,-0.031896117066,0.070674186577,0.203682630846,0.651764609886,"Year >=2020, Female, Age 15-17",v2023,"HCUP 2019, 2020"
