Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Intercept,1,-7.457689484449,-7.606951369561,-7.308427599338,-97.92722895381,0.000000000000,Gee,Intercept,v2025,"HCUP 2020, 2021 2022"
AGE_1,1,-0.258724021140,-0.431487893335,-0.085960148945,-2.935160904466,0.003333747659,Gee,Age Days 0-59,v2025,"HCUP 2020, 2021 2022"
AGE_2,1,0.080632554370,-0.097032899137,0.258298007877,0.889519596674,0.373723896091,Gee,Age Days 60-179,v2025,"HCUP 2020, 2021 2022"
AGE_3,1,0.137209691320,-0.027359238883,0.301778621523,1.634124090044,0.102232797497,Gee,Age Days 180-364,v2025,"HCUP 2020, 2021 2022"
AGE_5,1,-0.408674113758,-0.555393287428,-0.261954940088,-5.459317445329,0.000000047797,Gee,Age 4-9 years,v2025,"HCUP 2020, 2021 2022"
AGE_6,1,-0.554669056480,-0.690604289382,-0.418733823578,-7.997421645795,0.000000000000,Gee,Age 10-14 years,v2025,"HCUP 2020, 2021 2022"
AGE_7,1,-0.525419101523,-0.703479222347,-0.347358980700,-5.783453987410,0.000000007318,Gee,Age 15-17 years,v2025,"HCUP 2020, 2021 2022"
MDRG_7705,1,2.495170104588,2.298657925053,2.691682284123,24.886210879483,0.000000000000,Gee,ALLOGENEIC  OR AUTOLOGOUS BONE MARROW TRANSPLANT,v2025,"HCUP 2020, 2021 2022"
MEDICDR,1,-1.268984291776,-1.385836346762,-1.152132236790,-21.28472202839,0.000000000000,Gee,Medical DRGs flag,v2025,"HCUP 2020, 2021 2022"
GPPD12_2,1,1.421395019622,1.178693399424,1.664096639821,11.478633904388,0.000000000000,Gee,Medium CLABSI risk,v2025,"HCUP 2020, 2021 2022"
GPPD12_3,1,2.715047242978,2.597725889625,2.832368596330,45.357427786873,0.000000000000,Gee,High CLABSI risk,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_MAL001,1,1.671906826185,1.546592375342,1.797221277028,26.149236123951,0.000000000000,Gee,Cardiac and circulatory congenital anomalies,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_NEO060,1,2.120738187362,1.867307956705,2.374168418020,16.401241703021,0.000000000000,Gee,Leukemia - acute myeloid leukemia (AML),v2025,"HCUP 2020, 2021 2022"
