VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-7.158322538453,0.023494707941,92828.733285507,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,-1.039581713374,0.037797707716,756.46064426010,0.000000000000,Female,v2023,"HCUP 2019, 2020"
AGECAT1,1,-5.940835380527,0.181132624696,1075.7260260701,0.000000000000,Age 18-24,v2023,"HCUP 2019, 2020"
AGECAT2,1,-3.882580923100,0.076440116558,2579.8731429214,0.000000000000,Age 25-29,v2023,"HCUP 2019, 2020"
AGECAT3,1,-2.667625775973,0.047015589946,3219.3339562815,0.000000000000,Age 30-34,v2023,"HCUP 2019, 2020"
AGECAT4,1,-1.769631991187,0.035465634095,2489.7197448168,0.000000000000,Age 35-39,v2023,"HCUP 2019, 2020"
AGECAT5,1,-1.076235759934,0.030664361358,1231.8192541594,0.000000000000,Age 40-44,v2023,"HCUP 2019, 2020"
AGECAT6,1,-0.518091877090,0.027757716908,348.37427833383,0.000000000000,Age 45-49,v2023,"HCUP 2019, 2020"
AGECAT7,1,-0.110394198926,0.026407705931,17.475562129595,0.000029102463,Age 50-54,v2023,"HCUP 2019, 2020"
AGECAT8,1,0.142526097339,0.025672399084,30.821649409647,0.000000028286,Age 55-59,v2023,"HCUP 2019, 2020"
AGECAT9,1,0.301742252664,0.025508728482,139.92478047712,0.000000000000,Age 60-64,v2023,"HCUP 2019, 2020"
AGECAT10,1,0.333131579213,0.025828440865,166.35475754407,0.000000000000,Age 65-69,v2023,"HCUP 2019, 2020"
AGECAT11,1,0.292685257490,0.026516503261,121.83419254251,0.000000000000,Age 70-74,v2023,"HCUP 2019, 2020"
AGECAT12,1,0.348543560051,0.027696700489,158.36458112166,0.000000000000,Age 75-79,v2023,"HCUP 2019, 2020"
AGECAT13,1,0.310628686209,0.030196632861,105.81959187643,0.000000000000,Age 80-84,v2023,"HCUP 2019, 2020"
FAGECAT1,1,0.542096772812,0.298653760767,3.294713594522,0.069503228035,"Female,Age 18-24",v2023,"HCUP 2019, 2020"
FAGECAT2,1,0.384358398416,0.131750306541,8.510782294227,0.003530482534,"Female,Age 25-29",v2023,"HCUP 2019, 2020"
FAGECAT3,1,0.415851913950,0.079131701667,27.616993600678,0.000000147874,"Female,Age 30-34",v2023,"HCUP 2019, 2020"
FAGECAT4,1,0.237392845098,0.060945462338,15.172337640872,0.000098130488,"Female,Age 35-39",v2023,"HCUP 2019, 2020"
FAGECAT5,1,0.210559695916,0.051936038531,16.436632641524,0.000050303643,"Female,Age 40-44",v2023,"HCUP 2019, 2020"
FAGECAT6,1,0.040766941583,0.047194297430,0.746169016363,0.387691860032,"Female,Age 45-49",v2023,"HCUP 2019, 2020"
FAGECAT7,1,-0.032561281974,0.044564472520,0.533857624384,0.464989534084,"Female,Age 50-54",v2023,"HCUP 2019, 2020"
FAGECAT8,1,-0.079461736827,0.042965126620,3.420455264302,0.064393252835,"Female,Age 55-59",v2023,"HCUP 2019, 2020"
FAGECAT9,1,-0.133124947472,0.042665766156,9.735534527937,0.001807394470,"Female,Age 60-64",v2023,"HCUP 2019, 2020"
FAGECAT10,1,-0.056757545563,0.042992917477,1.742823385217,0.186781482455,"Female,Age 65-69",v2023,"HCUP 2019, 2020"
FAGECAT11,1,-0.028863708415,0.044260605958,0.425274699467,0.514316737428,"Female,Age 70-74",v2023,"HCUP 2019, 2020"
FAGECAT12,1,-0.039164405937,0.046424258726,0.711693715500,0.398882112189,"Female,Age 75-79",v2023,"HCUP 2019, 2020"
FAGECAT13,1,0.030246342810,0.050149770863,0.363754047256,0.546428689849,"Female,Age 80-84",v2023,"HCUP 2019, 2020"
YEAR2020,1,0.051281271270,0.033249839212,2.378693395508,0.123000385680,"Year indicator, =1 for year >=2020; =0 otherwise",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE,1,-0.022249485888,0.053224038592,0.174752867181,0.675921872174,"Year >=2020, Female",v2023,"HCUP 2019, 2020"
YEAR2020_AGE1,1,0.038171489952,0.248864596739,0.023526210958,0.878096594047,"Year >=2020, Age 18-24",v2023,"HCUP 2019, 2020"
YEAR2020_AGE2,1,-0.045021125030,0.108772754924,0.171313832279,0.678946793336,"Year >=2020, Age 25-29",v2023,"HCUP 2019, 2020"
YEAR2020_AGE3,1,-0.117622391670,0.067106144092,3.072242138895,0.079639561392,"Year >=2020, Age 30-34",v2023,"HCUP 2019, 2020"
YEAR2020_AGE4,1,-0.154238727193,0.050696921342,9.256007368647,0.002347241862,"Year >=2020, Age 35-39",v2023,"HCUP 2019, 2020"
YEAR2020_AGE5,1,-0.083910052157,0.043316982200,3.752421336981,0.052731072491,"Year >=2020, Age 40-44",v2023,"HCUP 2019, 2020"
YEAR2020_AGE6,1,-0.062601847340,0.039276268070,2.540468809415,0.110961835714,"Year >=2020, Age 45-49",v2023,"HCUP 2019, 2020"
YEAR2020_AGE7,1,-0.067634260063,0.037341188478,3.280629708766,0.070102027226,"Year >=2020, Age 50-54",v2023,"HCUP 2019, 2020"
YEAR2020_AGE8,1,-0.005470359019,0.036237116642,0.022788954021,0.880007184884,"Year >=2020, Age 55-59",v2023,"HCUP 2019, 2020"
YEAR2020_AGE9,1,-0.047452662373,0.036047988912,1.732842480994,0.188048293183,"Year >=2020, Age 60-64",v2023,"HCUP 2019, 2020"
YEAR2020_AGE10,1,-0.031255571603,0.036461155327,0.734842117168,0.391318158280,"Year >=2020, Age 65-69",v2023,"HCUP 2019, 2020"
YEAR2020_AGE11,1,-0.050477866416,0.037437765140,1.817950898177,0.177557380666,"Year >=2020, Age 70-74",v2023,"HCUP 2019, 2020"
YEAR2020_AGE12,1,-0.034147749052,0.039117020562,0.762066070065,0.382682723745,"Year >=2020, Age 75-79",v2023,"HCUP 2019, 2020"
YEAR2020_AGE13,1,-0.054425700623,0.042765403348,1.619656476201,0.203139693718,"Year >=2020, Age 80-84",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE1,1,0.414841670553,0.390514183226,1.128472877403,0.288101311417,"Year >=2020, Female, Age 18-24",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE2,1,0.141793161290,0.184135750665,0.592972205715,0.441272081260,"Year >=2020, Female, Age 25-29",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE3,1,0.095459472354,0.111938676386,0.727239943487,0.393779295784,"Year >=2020, Female, Age 30-34",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE4,1,0.204914365052,0.085620552753,5.727811998700,0.016698275076,"Year >=2020, Female, Age 35-39",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE5,1,0.052921394112,0.073137835241,0.523574334095,0.469320942635,"Year >=2020, Female, Age 40-44",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE6,1,0.098829784575,0.066377577964,2.216832574598,0.136512875337,"Year >=2020, Female, Age 45-49",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE7,1,0.034697804419,0.062846184714,0.304821891974,0.580875199824,"Year >=2020, Female, Age 50-54",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE8,1,-0.012369552544,0.060512593070,0.041784619555,0.838030877276,"Year >=2020, Female, Age 55-59",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE9,1,0.012563836595,0.060120245916,0.043671998057,0.834465051345,"Year >=2020, Female, Age 60-64",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE10,1,0.012430967606,0.060490464490,0.042231453670,0.837179210223,"Year >=2020, Female, Age 65-69",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE11,1,-0.006298535753,0.062352439070,0.010204043575,0.919538500352,"Year >=2020, Female, Age 70-74",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE12,1,-0.009535807027,0.065488697878,0.021202262002,0.884229300646,"Year >=2020, Female, Age 75-79",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE13,1,-0.052854591613,0.071206088603,0.550974097778,0.457919951281,"Year >=2020, Female, Age 80-84",v2023,"HCUP 2019, 2020"
