VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.273678394236,0.014301035868,192446.27615435,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,-0.717938319761,0.018496961245,1506.5151219870,0.000000000000,Female,v2023,"HCUP 2019, 2020"
AGECAT1,1,-4.405528881127,0.045955192087,9190.2417113675,0.000000000000,Age 18-24,v2023,"HCUP 2019, 2020"
AGECAT2,1,-3.000501609704,0.027901857180,11564.357405495,0.000000000000,Age 25-29,v2023,"HCUP 2019, 2020"
AGECAT3,1,-2.162196707735,0.021089248572,10511.584649236,0.000000000000,Age 30-34,v2023,"HCUP 2019, 2020"
AGECAT4,1,-1.569140265879,0.018046956076,7559.8923510650,0.000000000000,Age 35-39,v2023,"HCUP 2019, 2020"
AGECAT5,1,-1.022435351061,0.016302385200,3933.4117671211,0.000000000000,Age 40-44,v2023,"HCUP 2019, 2020"
AGECAT6,1,-0.574869223747,0.015050038408,1459.0255633474,0.000000000000,Age 45-49,v2023,"HCUP 2019, 2020"
AGECAT7,1,-0.237604256680,0.014402960347,272.14784734731,0.000000000000,Age 50-54,v2023,"HCUP 2019, 2020"
AGECAT8,1,-0.016174812609,0.013998328028,1.335138081699,0.247893200599,Age 55-59,v2023,"HCUP 2019, 2020"
AGECAT9,1,0.080002637220,0.013969864246,32.796253538293,0.000000010234,Age 60-64,v2023,"HCUP 2019, 2020"
AGECAT10,1,0.106648238206,0.014182006599,56.549921274468,0.000000000000,Age 65-69,v2023,"HCUP 2019, 2020"
AGECAT11,1,0.103056830754,0.014566180326,50.056698385969,0.000000000001,Age 70-74,v2023,"HCUP 2019, 2020"
AGECAT12,1,0.185733401939,0.015246572044,148.40058276545,0.000000000000,Age 75-79,v2023,"HCUP 2019, 2020"
AGECAT13,1,0.180244838870,0.016654745997,117.12501209269,0.000000000000,Age 80-84,v2023,"HCUP 2019, 2020"
FAGECAT1,1,1.414488921529,0.057547859395,604.14439832855,0.000000000000,"Female,Age 18-24",v2023,"HCUP 2019, 2020"
FAGECAT2,1,1.156730815206,0.037114041330,971.37767183951,0.000000000000,"Female,Age 25-29",v2023,"HCUP 2019, 2020"
FAGECAT3,1,0.726353317317,0.030291631811,574.97704931429,0.000000000000,"Female,Age 30-34",v2023,"HCUP 2019, 2020"
FAGECAT4,1,0.434534061357,0.027010668918,258.80756707085,0.000000000000,"Female,Age 35-39",v2023,"HCUP 2019, 2020"
FAGECAT5,1,0.326275874254,0.024569805704,176.34635191306,0.000000000000,"Female,Age 40-44",v2023,"HCUP 2019, 2020"
FAGECAT6,1,0.126040457100,0.022958765872,30.138585148962,0.000000040225,"Female,Age 45-49",v2023,"HCUP 2019, 2020"
FAGECAT7,1,-0.004128447519,0.022030084948,0.035118923315,0.851346680986,"Female,Age 50-54",v2023,"HCUP 2019, 2020"
FAGECAT8,1,-0.098287934571,0.021354202920,21.185254574300,0.000004169601,"Female,Age 55-59",v2023,"HCUP 2019, 2020"
FAGECAT9,1,-0.121834262764,0.021284205096,32.766043916438,0.000000010394,"Female,Age 60-64",v2023,"HCUP 2019, 2020"
FAGECAT10,1,-0.068167501047,0.021539997425,10.015288241390,0.001552461174,"Female,Age 65-69",v2023,"HCUP 2019, 2020"
