VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-4.913933854736,0.007698891848,407382.31787283,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,-0.026816707956,0.009668789578,7.692485870186,0.005545119858,Female,v2023,"HCUP 2019, 2020"
AGECAT5,1,-2.759256060870,0.016758866107,27107.829656353,0.000000000000,Age 40-44,v2023,"HCUP 2019, 2020"
AGECAT6,1,-2.291161437325,0.013990191446,26820.326902710,0.000000000000,Age 45-49,v2023,"HCUP 2019, 2020"
AGECAT7,1,-1.610653503226,0.011333549675,20196.324412694,0.000000000000,Age 50-54,v2023,"HCUP 2019, 2020"
AGECAT8,1,-1.046499277762,0.009831879226,11329.344834498,0.000000000000,Age 55-59,v2023,"HCUP 2019, 2020"
AGECAT9,1,-0.694873051475,0.009368044665,5501.9043129405,0.000000000000,Age 60-64,v2023,"HCUP 2019, 2020"
AGECAT10,1,-0.525099436553,0.009393655680,3124.7395909395,0.000000000000,Age 65-69,v2023,"HCUP 2019, 2020"
AGECAT11,1,-0.343218155971,0.009475136928,1312.1078013156,0.000000000000,Age 70-74,v2023,"HCUP 2019, 2020"
AGECAT12,1,-0.089479264334,0.009746790286,84.279425407901,0.000000000000,Age 75-79,v2023,"HCUP 2019, 2020"
AGECAT13,1,0.003205600290,0.010573171007,0.091919620947,0.761750793996,Age 80-84,v2023,"HCUP 2019, 2020"
FAGECAT5,1,0.746410357687,0.020542369907,1320.2440656777,0.000000000000,"Female,Age 40-44",v2023,"HCUP 2019, 2020"
FAGECAT6,1,0.765036094207,0.017142390616,1991.6869473232,0.000000000000,"Female,Age 45-49",v2023,"HCUP 2019, 2020"
FAGECAT7,1,0.589694993482,0.014177441444,1730.0519998081,0.000000000000,"Female,Age 50-54",v2023,"HCUP 2019, 2020"
FAGECAT8,1,0.424942397219,0.012439163261,1167.0186360591,0.000000000000,"Female,Age 55-59",v2023,"HCUP 2019, 2020"
FAGECAT9,1,0.279779755170,0.011931990806,549.80255218871,0.000000000000,"Female,Age 60-64",v2023,"HCUP 2019, 2020"
FAGECAT10,1,0.188552386242,0.012012696757,246.36728519488,0.000000000000,"Female,Age 65-69",v2023,"HCUP 2019, 2020"
FAGECAT11,1,0.221945622957,0.012070782204,338.08222774125,0.000000000000,"Female,Age 70-74",v2023,"HCUP 2019, 2020"
FAGECAT12,1,0.167512592594,0.012425452290,181.74836315464,0.000000000000,"Female,Age 75-79",v2023,"HCUP 2019, 2020"
FAGECAT13,1,0.132401140615,0.013449216848,96.914656560397,0.000000000000,"Female,Age 80-84",v2023,"HCUP 2019, 2020"
YEAR2020,1,-0.534609023823,0.012861320233,1727.8318149533,0.000000000000,"Year indicator, =1 for year >=2020; =0 otherwise",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE,1,-0.134478756229,0.016306058073,68.015735391505,0.000000000000,"Year >=2020, Female",v2023,"HCUP 2019, 2020"
YEAR2020_AGE5,1,0.090995481803,0.026760581960,11.562414922274,0.000672983895,"Year >=2020, Age 40-44",v2023,"HCUP 2019, 2020"
YEAR2020_AGE6,1,0.107660160541,0.022552612393,22.788531211073,0.000001808417,"Year >=2020, Age 45-49",v2023,"HCUP 2019, 2020"
YEAR2020_AGE7,1,0.067475455762,0.018482891739,13.327595829866,0.000261528615,"Year >=2020, Age 50-54",v2023,"HCUP 2019, 2020"
YEAR2020_AGE8,1,0.107923067065,0.016093535248,44.970285736405,0.000000000020,"Year >=2020, Age 55-59",v2023,"HCUP 2019, 2020"
YEAR2020_AGE9,1,0.157804580845,0.015297736037,106.41059860413,0.000000000000,"Year >=2020, Age 60-64",v2023,"HCUP 2019, 2020"
YEAR2020_AGE10,1,0.129730761039,0.015366199582,71.277587555669,0.000000000000,"Year >=2020, Age 65-69",v2023,"HCUP 2019, 2020"
YEAR2020_AGE11,1,0.063799275023,0.015576083700,16.777024659848,0.000042039232,"Year >=2020, Age 70-74",v2023,"HCUP 2019, 2020"
YEAR2020_AGE12,1,0.063953512110,0.016047562675,15.882199165802,0.000067409771,"Year >=2020, Age 75-79",v2023,"HCUP 2019, 2020"
YEAR2020_AGE13,1,0.052410701388,0.017410179205,9.062196200616,0.002609483613,"Year >=2020, Age 80-84",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE5,1,0.119746531790,0.033003595383,13.164470008510,0.000285307471,"Year >=2020, Female, Age 40-44",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE6,1,0.080431858537,0.027904682031,8.308106437472,0.003946851813,"Year >=2020, Female, Age 45-49",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE7,1,0.084461901361,0.023344937102,13.089898870518,0.000296892379,"Year >=2020, Female, Age 50-54",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE8,1,0.086240252617,0.020545396856,17.619394149779,0.000026982262,"Year >=2020, Female, Age 55-59",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE9,1,0.064648369382,0.019663993416,10.808656374788,0.001010265973,"Year >=2020, Female, Age 60-64",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE10,1,0.070539645115,0.019819342255,12.667416957940,0.000372083221,"Year >=2020, Female, Age 65-69",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE11,1,0.071175775297,0.020017415947,12.642948992920,0.000376984832,"Year >=2020, Female, Age 70-74",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE12,1,0.084231006406,0.020624834383,16.678732361917,0.000044274583,"Year >=2020, Female, Age 75-79",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE13,1,0.046973413287,0.022357337326,4.414322708990,0.035638423761,"Year >=2020, Female, Age 80-84",v2023,"HCUP 2019, 2020"
