Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Intercept,1,-5.873343547054,-5.933950448144,-5.812736645964,-189.9378059922,0.000000000000,Gee,Intercept,v2025,"HCUP 2020, 2021, 2022"
Age_LT30,1,-0.418289679614,-0.482316366234,-0.354262992993,-12.80454682918,0.000000000000,Gee,Age < 30,v2025,"HCUP 2020, 2021, 2022"
Age_30_34,1,-0.294590789306,-0.358764230976,-0.230417347636,-8.997294241889,0.000000000000,Gee,30 <= Age <= 34,v2025,"HCUP 2020, 2021, 2022"
Age_35_39,1,-0.415729667678,-0.510197147100,-0.321262188255,-8.625351083047,0.000000000000,Gee,35 <= Age <= 39,v2025,"HCUP 2020, 2021, 2022"
Age_40_44,1,-0.272688952090,-0.331952362812,-0.213425541369,-9.018389569023,0.000000000000,Gee,40 <= Age <= 44,v2025,"HCUP 2020, 2021, 2022"
Age_45_49,1,-0.193227634259,-0.244517393764,-0.141937874755,-7.383914598614,0.000000000000,Gee,45 <= Age <= 49,v2025,"HCUP 2020, 2021, 2022"
Age_50_54,1,-0.152866645990,-0.196941126002,-0.108792165978,-6.797882141690,0.000000000011,Gee,50 <= Age <= 54,v2025,"HCUP 2020, 2021, 2022"
Age_55_59,1,-0.102281675345,-0.140656950176,-0.063906400514,-5.223894834334,0.000000175198,Gee,55 <= Age <= 59,v2025,"HCUP 2020, 2021, 2022"
Age_60_64,1,-0.036545562844,-0.070181321199,-0.002909804490,-2.129519014087,0.033211343459,Gee,60 <= Age <= 64,v2025,"HCUP 2020, 2021, 2022"
Age_70_74,1,0.080102061278,0.045996557519,0.114207565038,4.603279174528,0.000004158901,Gee,70 <= Age <= 74,v2025,"HCUP 2020, 2021, 2022"
Age_75_79,1,0.101595955291,0.066259443866,0.136932466717,5.635089750316,0.000000017497,Gee,75 <= Age <= 79,v2025,"HCUP 2020, 2021, 2022"
Age_80_84,1,0.125933773392,0.084949281427,0.166918265357,6.022416003031,0.000000001718,Gee,80 <= Age <= 84,v2025,"HCUP 2020, 2021, 2022"
Age_85_89,1,0.206501543335,0.148963405744,0.264039680926,7.034214255683,0.000000000002,Gee,85 <= Age <= 89,v2025,"HCUP 2020, 2021, 2022"
Age_90Plus,1,-0.065697613175,-0.129095755466,-0.002299470884,-2.031052504687,0.042249668726,Gee,Age >= 90,v2025,"HCUP 2020, 2021, 2022"
MALE,1,0.122331129642,0.101466291358,0.143195967926,11.491323585789,0.000000000000,Gee,Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021, 2022"
Age_35_39_MALE,1,0.298413900894,0.188089776677,0.408738025111,5.301474200574,0.000000114871,Gee,35 <= Age <= 39 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_85_89_MALE,1,-0.231770031823,-0.312712646286,-0.150827417360,-5.612135437967,0.000000019984,Gee,85 <= Age <= 89 MALE,v2025,"HCUP 2020, 2021, 2022"
CMR_ALCOHOL,1,-0.050043673911,-0.097440506153,-0.002646841669,-2.069416749610,0.038506996077,Gee,Alcohol abuse,v2025,"HCUP 2020, 2021, 2022"
CMR_ANEMDEF,1,-0.094587003015,-0.125666170233,-0.063507835796,-5.964996359484,0.000000002446,Gee,Anemias due to other nutritional deficiencies,v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_LYMPH,1,0.182271439053,0.096589960262,0.267952917845,4.169459502725,0.000030532286,Gee,Lymphoma,v2025,"HCUP 2020, 2021, 2022"
