Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Intercept,1,-4.189882248707,-4.276935490617,-4.102829006797,-94.33328531787,0.000000000000,Gee,Intercept,v2025,"HCUP 2020, 2021, 2022"
Age_LT30,1,-0.775482205268,-0.880615337531,-0.670349073005,-14.45707133672,0.000000000000,Gee,Age < 30,v2025,"HCUP 2020, 2021, 2022"
Age_30_34,1,-0.747557996916,-0.860252048321,-0.634863945512,-13.00145599568,0.000000000000,Gee,30 <= Age <= 34,v2025,"HCUP 2020, 2021, 2022"
Age_35_39,1,-0.666031326774,-0.761534947350,-0.570527706198,-13.66856465936,0.000000000000,Gee,35 <= Age <= 39,v2025,"HCUP 2020, 2021, 2022"
Age_40_44,1,-0.578264257893,-0.655409475428,-0.501119040358,-14.69147609186,0.000000000000,Gee,40 <= Age <= 44,v2025,"HCUP 2020, 2021, 2022"
Age_45_49,1,-0.479667129216,-0.548924946792,-0.410409311641,-13.57435637951,0.000000000000,Gee,45 <= Age <= 49,v2025,"HCUP 2020, 2021, 2022"
Age_50_54,1,-0.367055162933,-0.425684852742,-0.308425473124,-12.27048790528,0.000000000000,Gee,50 <= Age <= 54,v2025,"HCUP 2020, 2021, 2022"
Age_55_59,1,-0.197013838668,-0.266067334387,-0.127960342950,-5.591896894258,0.000000022460,Gee,55 <= Age <= 59,v2025,"HCUP 2020, 2021, 2022"
Age_60_64,1,-0.093749733918,-0.155326046124,-0.032173421711,-2.984038755411,0.002844707377,Gee,60 <= Age <= 64,v2025,"HCUP 2020, 2021, 2022"
Age_70_74,1,0.127343237418,0.070208219117,0.184478255719,4.368392037623,0.000012516466,Gee,70 <= Age <= 74,v2025,"HCUP 2020, 2021, 2022"
Age_75_79,1,0.239203179565,0.193757676925,0.284648682205,10.316303917836,0.000000000000,Gee,75 <= Age <= 79,v2025,"HCUP 2020, 2021, 2022"
Age_80_84,1,0.297409014780,0.245129355318,0.349688674243,11.149861411527,0.000000000000,Gee,80 <= Age <= 84,v2025,"HCUP 2020, 2021, 2022"
Age_85_89,1,0.245463884609,0.136969638426,0.353958130792,4.434339978974,0.000009235479,Gee,85 <= Age <= 89,v2025,"HCUP 2020, 2021, 2022"
Age_90Plus,1,0.230858858284,0.104290138620,0.357427577948,3.574935805222,0.000350313839,Gee,Age >= 90,v2025,"HCUP 2020, 2021, 2022"
MALE,1,0.222533552301,0.188104348484,0.256962756118,12.668249611001,0.000000000000,Gee,Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021, 2022"
Age_55_59_MALE,1,-0.063041642234,-0.144903809705,0.018820525238,-1.509358377870,0.131207223591,Gee,55 <= Age <= 59 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_60_64_MALE,1,-0.064597176420,-0.136543120398,0.007348767558,-1.759767573898,0.078447223115,Gee,60 <= Age <= 64 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_70_74_MALE,1,-0.006173254552,-0.068588363518,0.056241854413,-0.193853007556,0.846290980150,Gee,70 <= Age <= 74 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_85_89_MALE,1,-0.043264449243,-0.176087548479,0.089558649994,-0.638418790207,0.523201102549,Gee,85 <= Age <= 89 MALE,v2025,"HCUP 2020, 2021, 2022"
CMR_ALCOHOL,1,0.417983370588,0.345398638296,0.490568102881,11.286565736546,0.000000000000,Gee,Alcohol abuse,v2025,"HCUP 2020, 2021, 2022"
CMR_ANEMDEF,1,0.030236130038,-0.016697801223,0.077170061299,1.262662732770,0.206710412521,Gee,Anemias due to other nutritional deficiencies,v2025,"HCUP 2020, 2021, 2022"
CMR_BLDLOSS,1,-0.274044334716,-0.413515078473,-0.134573590959,-3.851108926094,0.000117584182,Gee,Chronic blood loss anemia  (iron deficiency),v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_LYMPH,1,-0.027079773416,-0.157694495655,0.103534948823,-0.406350675444,0.684484955953,Gee,Lymphoma,v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_METS,1,0.142230203314,0.076530392114,0.207930014513,4.243027048629,0.000022052484,Gee,Metastatic cancer,v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_NSITU,1,-0.366066090563,-0.818766143966,0.086633962839,-1.584882414026,0.112993052846,Gee,"Solid tumor without metastasis, in situ",v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_SOLID,1,0.042837482113,-0.016423030985,0.102097995211,1.416793708676,0.156543249641,Gee,"Solid tumor without metastasis, malignant",v2025,"HCUP 2020, 2021, 2022"
CMR_CBVD,1,-0.280149727597,-0.359343883389,-0.200955571805,-6.933382531549,0.000000000004,Gee,Cerebrovascular disease,v2025,"HCUP 2020, 2021, 2022"
CMR_COAG,1,0.512084636488,0.452596674538,0.571572598439,16.871773912568,0.000000000000,Gee,Coagulopathy,v2025,"HCUP 2020, 2021, 2022"
CMR_DEMENTIA,1,0.231069829312,0.146171289946,0.315968368678,5.334468022025,0.000000095825,Gee,Dementia,v2025,"HCUP 2020, 2021, 2022"
